Subject info,Project,Project 1,,,,,
,First Name,,,,,,
,Last Name,Kehlin trial,,,,,
,Sex,Male,,,,,
,Date of birth,,,,,,
,,,,,,,
Record info,Name,Homer Technique,,,,,
,Date Measured,6/15/2018 10:51,,,,,
,Number of periods,1,,,,,
,,,,,,,
Analyzed Signal,"Time, s",,"TIB.ANT. RT, uV","PERONEUS RT, uV","LAT. GASTRO RT, uV","MED. GASTRO RT, uV","Homer Technique, phases"
,137.0687,,-33.9149,-15.7638,10.524,10.0923,1
,137.0693,,-83.9485,-13.6357,10.524,4.904,1
,137.07,,-46.7515,-8.11838,6.55987,2.48754,1
,137.0707,,-1.53164,-5.35971,5.9562,15.9202,1
,137.0713,,20.1301,-6.30554,12.3551,30.5612,1
,137.072,,34.1337,-4.80797,11.7514,24.1646,1
,137.0727,,27.1319,-2.60103,-3.5214,9.808,1
,137.0733,,9.11691,0.0788192,-14.1862,11.6559,1
,137.074,,-2.77154,4.0986,-6.86171,18.0524,1
,137.0747,,-0.656417,-1.10347,9.9203,7.67582,1
,137.0753,,11.232,-14.5027,29.7408,-7.32046,1
,137.076,,1.16696,-11.8229,48.374,-10.6609,1
,137.0767,,-22.6099,8.98539,58.1333,-10.3055,1
,137.0773,,-19.5466,22.0694,65.4579,-10.0212,1
,137.078,,-13.7848,23.0152,68.1945,-7.60475,1
,137.0787,,-29.9764,20.8871,52.3381,-17.0574,1
,137.0793,,-33.6231,8.35484,19.6796,-33.8305,1
,137.08,,-18.015,-10.5618,-28.2316,-29.8504,1
,137.0807,,-9.77332,-13.951,-87.4314,-11.5848,1
,137.0813,,-10.4297,-2.36458,-109.405,-7.32046,1
,137.082,,-6.78298,0.394096,-71.575,-8.52869,1
,137.0827,,-0.948158,-12.6899,-28.8353,0.355362,1
,137.0833,,1.16696,-24.5916,-18.7741,2.77183,1
,137.084,,0,-21.5176,-17.5467,-6.04116,1
,137.0847,,-0.948158,-10.5618,-15.4137,-8.81298,1
,137.0853,,0.291741,2.52221,-16.943,-5.75687,1
,137.086,,1.82338,26.9562,-9.61846,-4.26435,1
,137.0867,,4.52199,52.0207,0.764648,-2.70075,1
,137.0873,,5.1784,50.4443,-2.89761,-4.26435,1
,137.088,,2.6986,36.0992,-11.4496,-7.32046,1
,137.0887,,2.11512,24.1975,-5.03058,-4.26435,1
,137.0893,,2.6986,-8.11838,4.12507,-1.49252,1
,137.09,,3.35502,-54.8582,-0.160978,-6.39652,1
,137.0907,,7.29352,-81.3414,-8.391,-8.81298,1
,137.0913,,13.7118,-91.4303,-8.69284,-2.70075,1
,137.092,,17.6503,-86.8588,-4.72874,2.20325,1
,137.0927,,21.2971,-50.2078,5.03058,2.48754,1
,137.0933,,28.6636,-12.0593,15.4137,0.923942,1
,137.094,,30.4869,-1.73402,16.943,0.639652,1
,137.0947,,19.4737,6.22672,20.2833,0.639652,1
,137.0953,,11.8884,25.7739,28.8353,-5.47258,1
,137.096,,18.3067,45.8728,28.8353,-9.45264,1
,137.0967,,17.6503,62.0307,32.4975,-1.77681,1
,137.0973,,8.82516,58.7203,34.9323,2.48754,1
,137.098,,10.3568,32.1582,-5.03058,2.20325,1
,137.0987,,16.7751,9.30067,-60.8901,16.8442,1
,137.0993,,25.6003,-3.54686,-62.7212,25.0886,1
,137.1,,39.0204,-19.1531,-27.3261,-0.56858,1
,137.1007,,41.5002,-28.8478,-6.25804,-14.9252,1
,137.1013,,40.552,-23.7246,6.25804,13.7881,1
,137.102,,44.8552,-15.7638,13.8844,29.6372,1
,137.1027,,38.7286,-13.0052,2.29394,8.59977,1
,137.1033,,26.1838,-10.2465,-10.524,3.69577,1
,137.104,,13.4201,-5.35971,-9.9203,37.242,1
,137.1047,,39.0204,-9.37949,-7.78733,69.9353,1
,137.1053,,135.149,-18.5225,-1.69027,65.6709,1
,137.106,,110.424,0.0788192,12.6569,21.6771,1
,137.1067,,-169.72,47.4492,14.4881,-32.338,1
,137.1073,,-376.054,74.2477,3.50128,-61.9041,1
,137.108,,-281.749,63.9224,0.462813,-64.6759,1
,137.1087,,-193.497,42.5624,-7.78733,-59.2034,1
,137.1093,,-215.815,22.0694,-35.8579,-50.3193,1
,137.11,,-37.2699,-0.157638,-49.6015,-37.5263,1
,137.1107,,298.743,-19.1531,-30.6664,-27.1497,1
,137.1113,,380.211,-22.7788,-16.0174,-23.7382,1
,137.112,,140.036,-6.62081,-19.6796,-22.53,1
,137.1127,,-68.9967,6.54199,-14.5082,-15.2095,1
,137.1133,,-22.3182,-1.73402,-0.462813,-2.41646,1
,137.114,,108.017,-11.8229,1.06648,3.98006,1
,137.1147,,95.764,-9.06421,-10.8459,0.355362,1
,137.1153,,-12.5449,-5.99026,-20.9071,-2.98504,1
,137.116,,-94.9617,-9.06421,-22.1345,-6.04116,1
,137.1167,,-118.739,-12.3746,-16.943,-10.3055,1
,137.1173,,-60.4633,-14.818,-8.69284,-1.49252,1
,137.118,,24.0686,-13.6357,5.03058,12.2245,1
,137.1187,,30.7787,-8.43365,19.0759,1.84788,1
,137.1193,,-8.60636,-5.35971,25.173,-14.9252,1
,137.12,,-23.1934,-1.41875,24.2474,-5.47258,1
,137.1207,,-26.9131,4.0986,22.1144,2.77183,1
,137.1213,,-26.9131,6.22672,17.5467,-10.6609,1
,137.122,,-20.2031,4.0986,13.2807,-9.73693,1
,137.1227,,-20.2031,2.52221,15.1119,4.904,1
,137.1233,,-13.493,10.1677,18.7741,1.56359,1
,137.124,,3.35502,30.6607,13.8844,-4.83293,1
,137.1247,,14.9517,45.8728,-1.36832,1.2793,1
,137.1253,,20.7136,38.2273,-10.524,-2.13217,1
,137.126,,3.35502,17.8131,-2.59578,-4.54864,1
,137.1267,,-42.7401,-1.41875,8.99467,7.96011,1
,137.1273,,-58.0565,-22.4635,9.9203,12.5798,1
,137.128,,-6.78298,-42.0106,7.78733,7.67582,1
,137.1287,,49.3772,-45.9516,7.46538,10.4476,1
,137.1293,,44.1988,-37.1238,1.67015,7.96011,1
,137.13,,4.81373,-27.6655,-1.36832,0.923942,1
,137.1307,,-1.53164,-18.2072,6.86171,6.75188,1
,137.1313,,22.8287,-7.25137,4.42691,11.3005,1
,137.132,,28.3718,-5.35971,-1.36832,3.98006,1
,137.1327,,15.2435,-12.6899,22.4364,-1.49252,1
,137.1333,,12.4719,-13.0052,55.3766,-3.34041,1
,137.134,,16.4104,-5.67498,68.8183,-2.98504,1
,137.1347,,15.2435,-1.73402,79.1813,0.355362,1
,137.1353,,14.0036,-0.157638,85.9021,-1.49252,1
,137.136,,14.0036,1.02465,88.0351,-3.34041,1
,137.1367,,13.4201,-2.0493,112.464,3.05612,1
,137.1373,,15.5352,-2.60103,119.788,0.639652,1
,137.138,,9.70039,3.15277,48.9777,-14.0013,1
,137.1387,,-7.07472,7.40901,-39.5202,-15.4938,1
,137.1393,,-13.493,11.9805,-59.059,-0.852869,1
,137.14,,-11.305,25.7739,-21.8327,12.2245,1
,137.1407,,-15.6081,33.9711,14.7899,19.5449,1
,137.1413,,-13.7848,24.1975,0.462813,23.525,1
,137.142,,-4.59492,14.4239,-70.9513,22.3167,1
,137.1427,,-2.18806,18.4437,-132.304,18.621,1
,137.1433,,7.29352,16.3156,-134.135,14.9963,1
,137.144,,22.8287,-7.25137,-106.668,6.11223,1
,137.1447,,28.6636,-30.7395,-80.7307,-4.26435,1
,137.1453,,34.1337,-29.4784,-56.3022,-2.98504,1
,137.146,,22.2453,-9.93122,-36.1598,5.54365,1
,137.1467,,-25.0897,2.28576,-20.0016,3.41148,1
,137.1473,,-70.2366,-1.10347,-7.78733,-3.90898,1
,137.148,,-87.5952,-4.17742,0.764648,-4.26435,1
,137.1487,,-68.9967,-1.10347,4.72874,-3.34041,1
,137.1493,,-4.30318,-3.86214,6.25804,0.923942,1
,137.15,,78.4054,-6.62081,13.2807,11.6559,1
,137.1507,,155.936,1.97048,21.5107,16.8442,1
,137.1513,,167.532,10.1677,9.61846,9.52371,1
,137.152,,9.40865,13.2416,-9.61846,-0.28429,1
,137.1527,,-174.899,17.8131,-8.69284,-5.11722,1
,137.1533,,-90.9502,18.759,5.33241,-2.13217,1
,137.154,,170.596,15.0545,9.29651,3.98006,1
,137.1547,,239.811,12.9263,1.36832,8.2444,1
,137.1553,,7.58527,7.72428,-6.86171,14.0723,1
,137.156,,-278.686,2.52221,-2.29394,14.0723,1
,137.1567,,-290.866,0.0788192,12.0533,0.355362,1
,137.1573,,-67.4651,-8.11838,19.9815,-12.5088,1
,137.158,,-13.493,-16.3944,21.8126,-9.45264,1
,137.1587,,-160.895,-16.0791,22.4364,-3.34041,1
,137.1593,,-115.675,-20.9659,18.7741,-2.41646,1
,137.16,,101.307,-31.9218,25.173,3.05612,1
,137.1607,,144.047,-32.2371,41.6532,11.6559,1
,137.1613,,44.1988,-23.7246,36.4616,12.2245,1
,137.162,,3.64676,-11.8229,9.29651,7.67582,1
,137.1627,,0,-0.788192,-2.89761,8.88406,1
,137.1633,,-8.8981,0.0788192,13.2807,12.2245,1
,137.164,,-1.89632,-1.73402,35.2342,10.0923,1
,137.1647,,3.64676,4.72915,43.7861,7.39153,1
,137.1653,,0.583482,9.8524,36.1598,3.98006,1
,137.166,,4.81373,9.30067,3.19945,-11.5848,1
,137.1667,,9.11691,11.4288,-64.5524,-38.4502,1
,137.1673,,9.11691,16.0003,-124.98,-51.8118,1
,137.168,,2.6986,21.2024,-116.126,-35.3941,1
,137.1687,,-9.18984,20.5718,-64.2505,-4.26435,1
,137.1693,,-14.3682,5.28089,-33.4231,13.4327,1
,137.17,,-13.7848,-8.43365,-22.4364,14.0723,1
,137.1707,,-16.4834,-7.8031,-9.61846,9.52371,1
,137.1713,,-17.1398,-10.8771,-1.69027,3.41148,1
,137.172,,-12.5449,-22.7788,2.29394,-1.20823,1
,137.1727,,-7.94994,-21.2812,17.8485,4.904,1
,137.1733,,4.23024,-9.61594,44.7118,12.5798,1
,137.174,,26.8402,-10.8771,70.9513,15.6359,1
,137.1747,,39.9685,-18.2072,97.8145,34.8255,1
,137.1753,,44.1988,-13.3204,130.453,57.9951,1
,137.176,,78.1136,-7.25137,136.57,51.03,1
,137.1767,,130.262,-21.2812,97.4926,44.9178,1
,137.1773,,146.162,-51.4689,78.8794,75.1236,1
,137.178,,123.844,-72.5137,107.272,103.766,1
,137.1787,,67.1004,-73.1442,101.477,114.782,1
,137.1793,,-29.0282,-61.5578,41.3513,126.083,1
,137.18,,-98.3167,-40.1978,-4.12507,103.766,1
,137.1807,,-113.56,10.1677,-14.5082,29.6372,1
,137.1813,,-144.995,90.4845,-0.764648,-26.2257,1
,137.182,,-215.159,153.934,16.943,-35.9627,1
,137.1827,,-317.414,165.836,-28.5334,-56.4315,1
,137.1833,,-341.264,133.756,-122.545,-105.258,1
,137.184,,-37.2699,78.2675,-147.255,-136.957,1
,137.1847,,398.226,30.8971,-95.0779,-125.088,1
,137.1853,,351.256,10.7982,-66.9872,-79.9565,1
,137.186,,-70.2366,-8.74893,-82.26,-21.0374,1
,137.1867,,-154.185,-37.4391,-92.9248,18.0524,1
,137.1873,,72.9352,-38.0697,-84.0911,22.601,1
,137.188,,93.9406,-9.61594,-69.7439,30.5612,1
,137.1887,,-33.6231,3.78332,-63.0231,37.5973,1
,137.1893,,-40.0415,-0.157638,-57.5297,-34.7544,1
,137.19,,-6.12656,-1.41875,-42.5788,-154.085,1
,137.1907,,-5.25134,0.0788192,-31.592,-168.086,1
,137.1913,,22.2453,0.0788192,-33.4231,-80.2408,1
,137.192,,31.4351,2.83749,-31.8939,-32.6223,1
,137.1927,,-5.25134,2.83749,-26.0986,-39.0188,1
,137.1933,,-4.59492,-2.60103,-25.173,-29.8504,1
,137.194,,46.3868,-5.35971,-22.4364,-18.9053,1
,137.1947,,64.6936,-5.67498,-19.0759,-22.53,1
,137.1953,,30.4869,-9.93122,-17.8485,-13.3616,1
,137.196,,5.76188,-11.1923,-16.0174,-3.34041,1
,137.1967,,10.6485,-3.54686,-14.81,-9.45264,1
,137.1973,,11.8884,-0.157638,-13.2807,-6.04116,1
,137.198,,5.76188,-4.49269,-9.61846,-1.77681,1
,137.1987,,7.87701,-2.91631,-9.9203,-15.2095,1
,137.1993,,10.0651,-0.788192,-13.5826,-16.1334,1
,137.2,,6.05363,-9.06421,-9.9203,2.20325,1
,137.2007,,2.11512,-12.0593,-2.29394,5.54365,1
,137.2013,,-5.25134,-5.04443,0.462813,1.56359,1
,137.202,,-16.848,-2.60103,1.36832,10.0923,1
,137.2027,,-15.0247,-5.67498,-4.42691,9.16835,1
,137.2033,,18.3067,-7.8031,-13.2807,-2.98504,1
,137.204,,49.3772,-9.06421,-1.69027,-1.20823,1
,137.2047,,20.4219,-7.25137,30.3646,6.75188,1
,137.2053,,-29.6117,-5.35971,54.4711,12.2245,1
,137.206,,-10.7215,-8.43365,68.8183,22.601,1
,137.2067,,34.4254,-8.74893,78.2758,22.9564,1
,137.2073,,18.5985,1.97048,71.8568,3.41148,1
,137.208,,-19.2549,15.685,72.7824,-5.11722,1
,137.2087,,-18.6714,26.0892,94.7559,7.67582,1
,137.2093,,-8.24168,24.8281,68.1945,19.5449,1
,137.21,,-11.0132,12.6111,-27.0041,21.3928,1
,137.2107,,-10.7215,3.15277,-76.7666,21.1085,1
,137.2113,,-6.12656,-5.99026,-28.5334,22.601,1
,137.212,,0.875223,-22.7788,27.9096,26.0125,1
,137.2127,,9.40865,-30.1089,43.1825,26.0125,1
,137.2133,,8.82516,-20.6506,45.3154,17.1285,1
,137.214,,8.16875,-17.2614,45.3154,12.2245,1
,137.2147,,17.6503,-26.168,50.507,22.601,1
,137.2153,,17.0668,-22.4635,55.3766,33.333,1
,137.216,,5.47014,-5.35971,18.1503,25.0886,1
,137.2167,,1.16696,2.28576,-45.3154,13.1484,1
,137.2173,,-6.12656,1.97048,-59.059,20.4689,1
,137.218,,-12.5449,8.03956,-19.6796,31.2008,1
,137.2187,,4.81373,8.35484,18.4522,21.3928,1
,137.2193,,2.99035,-13.6357,41.0495,3.98006,1
,137.22,,-53.4615,-32.8676,39.822,-1.77681,1
,137.2207,,-65.6417,-21.2812,-1.36832,-1.49252,1
,137.2213,,39.6038,-5.35971,-54.1693,-7.60475,1
,137.222,,136.097,-6.30554,-72.1787,-15.8492,1
,137.2227,,85.6989,-1.10347,-56.6242,-15.8492,1
,137.2233,,-48.5749,11.9805,-36.1598,-10.6609,1
,137.224,,-131.283,12.2958,-24.5693,-7.32046,1
,137.2247,,-112.32,10.1677,-18.1704,-1.49252,1
,137.2253,,-16.4834,16.6309,-15.1119,10.7319,1
,137.226,,66.5169,13.5569,-15.7155,15.9202,1
,137.2267,,43.3235,3.78332,-12.0533,7.39153,1
,137.2273,,-29.9764,6.22672,-2.29394,1.84788,1
,137.228,,-27.2048,2.83749,0.462813,5.54365,1
,137.2287,,4.81373,-14.2663,-8.08917,7.39153,1
,137.2293,,-49.1584,-16.7097,-10.524,6.11223,1
,137.23,,-128.804,-1.41875,-2.89761,10.0923,1
,137.2307,,-140.4,3.78332,-3.19945,12.2245,1
,137.2313,,-123.042,-2.36458,-11.4496,6.46759,1
,137.232,,-72.06,-2.91631,-6.25804,4.33542,1
,137.2327,,108.309,-0.472915,19.6796,6.46759,1
,137.2333,,337.471,-2.60103,44.7118,1.84788,1
,137.234,,357.674,-6.30554,52.9418,-2.13217,1
,137.2347,,126.616,-6.62081,54.4711,1.56359,1
,137.2353,,-79.7182,-6.93609,56.3022,1.56359,1
,137.236,,-82.7086,-9.61594,52.64,2.20325,1
,137.2367,,-17.7233,-11.8229,52.3381,6.75188,1
,137.2373,,-22.6099,-13.3204,51.7143,0.923942,1
,137.238,,-44.5634,-16.3944,39.822,-8.81298,1
,137.2387,,-29.9764,-13.6357,44.088,-12.5088,1
,137.2393,,-7.36646,1.02465,96.5871,-25.0175,1
,137.24,,1.4587,16.6309,170.134,-30.4901,1
,137.2407,,-3.42796,18.4437,232.091,-8.81298,1
,137.2413,,-13.7848,13.8722,285.797,7.67582,1
,137.242,,-12.8366,18.759,312.057,5.25936,1
,137.2427,,-7.07472,18.9954,265.957,1.84788,1
,137.2433,,-10.7215,-9.37949,167.699,-7.88904,1
,137.244,,-13.493,-51.1537,101.779,-12.5088,1
,137.2447,,-11.0132,-62.1095,71.8568,5.25936,1
,137.2453,,-5.83482,-33.4193,-0.462813,15.9202,1
,137.246,,5.1784,-4.49269,-75.5391,11.9402,1
,137.2467,,13.0554,-7.25137,-61.1919,25.3729,1
,137.2473,,9.40865,-21.2812,-48.9777,34.1858,1
,137.248,,3.9385,-5.35971,-133.833,18.0524,1
,137.2487,,8.16875,29.3996,-192.128,11.3005,1
,137.2493,,23.1934,34.9169,-157.94,17.7681,1
,137.25,,35.3736,10.7982,-147.859,18.9763,1
,137.2507,,26.8402,0.0788192,-184.179,26.5811,1
,137.2513,,3.9385,9.30067,-190.598,33.333,1
,137.252,,-16.4834,10.483,-164.339,18.621,1
,137.2527,,-40.0415,4.41388,-124.98,-4.26435,1
,137.2533,,-61.995,14.4239,-99.042,-23.4539,1
,137.254,,-54.045,31.843,-130.473,-36.8866,1
,137.2547,,-22.6099,28.5326,-169.229,-33.5462,1
,137.2553,,-5.54308,10.1677,-146.35,-21.606,1
,137.256,,-4.30318,2.52221,-108.499,-17.9813,1
,137.2567,,-0.656417,5.59616,-103.308,-16.4177,1
,137.2573,,3.35502,10.1677,-99.6457,-14.6409,1
,137.258,,8.53342,14.7392,-84.0911,-21.0374,1
,137.2587,,18.5985,14.7392,-72.4805,-25.0175,1
,137.2593,,23.1934,8.35484,-62.7212,-17.9813,1
,137.26,,13.0554,3.78332,-52.9619,-9.73693,1
,137.2607,,-6.4183,2.52221,-47.1466,-3.34041,1
,137.2613,,-19.8384,1.6552,-44.4099,0.0710725,1
,137.262,,-15.3164,4.96561,-42.277,-1.49252,1
,137.2627,,-9.77332,8.67011,-37.0854,-2.41646,1
,137.2633,,-26.2567,6.54199,-38.6147,0.923942,1
,137.264,,-40.0415,3.78332,-51.1308,0.923942,1
,137.2647,,-26.2567,2.83749,-53.8674,-2.41646,1
,137.2653,,-11.0132,1.02465,-27.6279,-2.70075,1
,137.266,,-4.30318,2.83749,17.5467,-0.28429,1
,137.2667,,17.0668,0.709373,52.64,0.0710725,1
,137.2673,,41.7919,-7.25137,56.0004,-4.83293,1
,137.268,,45.7304,-7.8031,38.8964,-16.4177,1
,137.2687,,35.3736,-3.23159,31.8939,-22.8853,1
,137.2693,,18.5985,-7.25137,42.5587,-11.5848,1
,137.27,,-5.25134,-14.5027,49.2795,-1.49252,1
,137.2707,,-17.7233,-13.3204,22.4364,-11.5848,1
,137.2713,,-15.0247,2.83749,-37.6891,-20.1135,1
,137.272,,-14.3682,34.9169,-74.6135,-5.47258,1
,137.2727,,-13.7848,60.5331,-42.5788,14.712,1
,137.2733,,-5.54308,59.0356,22.7382,21.6771,1
,137.274,,-2.77154,35.5475,60.5681,19.2606,1
,137.2747,,-7.94994,5.91144,58.1333,10.7319,1
,137.2753,,-5.25134,-20.0201,39.822,-2.41646,1
,137.276,,2.11512,-40.1978,31.5719,-5.11722,1
,137.2767,,0.291741,-56.9863,45.3154,14.712,1
,137.2773,,-0.656417,-55.7252,71.8568,33.333,1
,137.278,,8.16875,-27.3503,91.0937,15.9202,1
,137.2787,,14.0036,-2.36458,92.9248,-19.1896,1
,137.2793,,7.00178,-1.73402,94.7559,-32.9065,1
,137.28,,-5.25134,-4.49269,118.862,-29.5661,1
,137.2807,,-15.8999,-3.23159,146.329,-25.8704,1
,137.2813,,-23.1934,-9.93122,159.751,-16.1334,1
,137.282,,-23.8498,-13.6357,183.878,-9.09727,1
,137.2827,,-18.9632,-4.49269,194.542,-16.1334,1
,137.2833,,-14.3682,2.83749,116.729,-17.0574,1
,137.284,,-12.5449,1.02465,-4.12507,-5.11722,1
,137.2847,,-11.305,-3.54686,-52.0363,4.904,1
,137.2853,,-6.12656,-0.157638,-49.2997,13.1484,1
,137.286,,-2.77154,9.30067,-69.4421,17.7681,1
,137.2867,,-7.36646,7.72428,-87.1296,12.2245,1
,137.2873,,-13.1283,-4.49269,-72.7824,8.88406,1
,137.288,,-15.3164,-5.99026,-37.0854,16.8442,1
,137.2887,,-18.6714,1.6552,-3.5214,22.3167,1
,137.2893,,-14.66,1.02465,-30.6664,22.9564,1
,137.29,,2.99035,-3.54686,-100.249,18.3367,1
,137.2907,,12.1802,-3.54686,-101.175,3.98006,1
,137.2913,,0,-2.60103,-51.4326,-6.39652,1
,137.292,,-12.5449,0.394096,-31.8939,-5.75687,1
,137.2927,,-11.5967,12.9263,3.80312,-12.5088,1
,137.2933,,-9.18984,33.3405,65.4579,-27.7183,1
,137.294,,-8.8981,30.6607,79.1813,-28.9265,1
,137.2947,,-2.77154,-18.5225,71.2531,-17.0574,1
,137.2953,,5.1784,-78.6616,74.0098,-10.0212,1
,137.296,,10.3568,-99.7063,48.0521,-3.34041,1
,137.2967,,17.0668,-86.5435,21.5107,13.1484,1
,137.2973,,16.4104,-56.671,20.6052,34.5412,1
,137.298,,-15.0247,-5.99026,-9.61846,48.2582,1
,137.2987,,-64.1101,43.7447,-74.6135,43.7096,1
,137.2993,,-83.6567,56.9075,-130.775,20.4689,1
,137.3,,-67.1734,40.6707,-153.05,-7.60475,1
,137.3007,,-46.7515,33.9711,-123.149,-23.4539,1
,137.3013,,-27.2048,44.3752,-72.4805,-24.0936,1
,137.302,,7.87701,41.3013,-57.5297,-21.3217,1
,137.3027,,44.1988,14.7392,-57.5297,-21.9614,1
,137.3033,,55.5037,-5.04443,-48.9777,-19.1896,1
,137.304,,68.0486,-1.73402,-59.3608,-12.5088,1
,137.3047,,111.372,5.28089,-76.4446,-11.8691,1
,137.3053,,115.311,5.91144,-66.0817,-15.2095,1
,137.306,,27.7154,9.53712,-45.9392,-9.45264,1
,137.3067,,-54.045,14.7392,-35.2543,-2.41646,1
,137.3073,,-64.7665,16.0003,-28.8353,-6.68081,1
,137.308,,-40.9167,14.4239,-28.5334,-10.9452,1
,137.3087,,58.2753,12.6111,-34.0268,-6.39652,1
,137.3093,,212.971,10.1677,-35.2543,-3.34041,1
,137.31,,179.712,8.98539,-27.9298,-3.34041,1
,137.3107,,-86.72,10.1677,-14.1862,0.639652,1
,137.3113,,-244.771,6.85727,-2.59578,4.904,1
,137.312,,-114.8,1.02465,0.462813,7.96011,1
,137.3127,,49.0854,18.1284,4.12507,13.4327,1
,137.3133,,21.2971,62.346,12.3551,14.712,1
,137.314,,-87.9599,92.9278,14.7899,8.88406,1
,137.3147,,-90.6585,90.7209,13.2807,5.54365,1
,137.3153,,-16.1916,65.1047,33.1012,3.98006,1
,137.316,,6.34537,24.1975,68.1945,0.923942,1
,137.3167,,-25.3815,4.72915,75.841,-3.90898,1
,137.3173,,-39.385,11.1135,64.5322,-9.73693,1
,137.318,,-25.0897,-39.8825,97.4926,-10.9452,1
,137.3187,,-0.656417,-149.757,171.06,-8.52869,1
,137.3193,,17.3586,-191.531,230.561,-6.9651,1
,137.32,,13.7118,-143.057,280.928,1.2793,1
,137.3207,,5.76188,-95.1348,312.66,3.41148,1
,137.3213,,10.3568,-60.9272,262.294,-14.0013,1
,137.322,,5.76188,-18.2072,173.495,-17.9813,1
,137.3227,,-10.4297,3.78332,137.174,-7.88904,1
,137.3233,,-12.8366,2.52221,95.9834,-18.9053,1
,137.324,,-5.54308,10.7982,-11.1478,-14.0013,1
,137.3247,,-3.42796,44.0599,-100.873,29.6372,1
,137.3253,,1.16696,94.4254,-148.482,36.9577,1
,137.326,,12.7637,117.283,-213.478,9.52371,1
,137.3267,,17.6503,77.9522,-251.931,23.2407,1
,137.3273,,9.40865,18.9954,-205.549,43.3542,1
,137.328,,1.16696,-8.74893,-129.246,19.9003,1
,137.3287,,-2.4798,-9.37949,-64.2505,4.61971,1
,137.3293,,-7.6582,4.72915,-5.9562,13.1484,1
,137.33,,-7.6582,25.1433,27.9096,8.59977,1
,137.3307,,-1.53164,30.3454,35.8579,-2.41646,1
,137.3313,,-1.89632,17.4979,37.9909,-6.39652,1
,137.332,,-5.25134,-0.788192,12.3551,-2.98504,1
,137.3327,,0.875223,-22.1482,-47.7704,13.1484,1
,137.3333,,10.0651,-45.9516,-98.1164,22.0325,1
,137.334,,12.4719,-65.1835,-112.162,11.3005,1
,137.3347,,12.1802,-70.3856,-104.535,10.4476,1
,137.3353,,12.7637,-51.7842,-90.1882,18.0524,1
,137.336,,13.4201,-20.3354,-76.7666,11.0162,1
,137.3367,,13.7118,-1.10347,-64.5524,3.05612,1
,137.3373,,13.7118,3.78332,-50.8088,6.11223,1
,137.338,,14.9517,2.28576,-41.3513,7.03617,1
,137.3387,,14.0036,-10.8771,-40.7477,2.20325,1
,137.3393,,10.6485,-23.7246,-42.8806,0.355362,1
,137.34,,11.8884,-16.9461,-40.7477,0.355362,1
,137.3407,,14.587,-3.86214,-33.1213,0.923942,1
,137.3413,,11.8884,-4.17742,-25.173,2.20325,1
,137.342,,10.0651,-5.99026,-22.4364,2.77183,1
,137.3427,,13.4201,-2.60103,-19.6796,1.56359,1
,137.3433,,13.0554,-3.86214,-16.0174,0.639652,1
,137.344,,8.16875,-4.49269,-14.1862,3.05612,1
,137.3447,,6.34537,-1.73402,-1.06648,5.54365,1
,137.3453,,6.05363,-4.17742,27.0041,4.33542,1
,137.346,,5.47014,-5.99026,47.4484,0.0710725,1
,137.3467,,5.47014,-0.788192,56.3022,-1.49252,1
,137.3473,,3.35502,12.9263,61.4938,4.61971,1
,137.348,,-1.53164,48.0009,54.4711,12.5798,1
,137.3487,,-2.4798,89.8539,50.8088,8.59977,1
,137.3493,,2.11512,88.5928,68.8183,-3.34041,1
,137.35,,3.64676,57.1439,66.3634,-6.04116,1
,137.3507,,0.583482,53.8335,30.6664,-2.70075,1
,137.3513,,-0.656417,59.5873,37.9909,-10.3055,1
,137.352,,1.4587,25.7739,106.045,-24.3779,1
,137.3527,,2.99035,-15.7638,151.521,-28.3579,1
,137.3533,,2.99035,-23.094,130.453,-17.0574,1
,137.354,,2.99035,-18.8378,86.5058,4.904,1
,137.3547,,6.71004,-22.1482,77.9739,22.601,1
,137.3553,,15.5352,-21.2812,84.071,21.3928,1
,137.356,,18.8902,-27.3503,13.8844,8.88406,1
,137.3567,,15.5352,-55.4099,-122.847,5.82794,1
,137.3573,,14.9517,-73.4595,-184.481,9.52371,1
,137.358,,17.0668,-55.4099,-131.379,4.904,1
,137.3587,,17.6503,-30.7395,-62.4194,-1.77681,1
,137.3593,,16.7751,-24.2763,-16.6411,-0.28429,1
,137.36,,11.232,-22.4635,18.7741,5.82794,1
,137.3607,,2.99035,-20.6506,19.3778,10.7319,1
,137.3613,,-1.89632,-23.4093,-6.86171,13.1484,1
,137.362,,-1.89632,-20.9659,-19.0759,10.4476,1
,137.3627,,3.64676,-18.2072,-25.173,6.46759,1
,137.3633,,7.29352,-24.5916,-27.0041,14.0723,1
,137.364,,2.99035,-24.5916,-9.01479,26.0125,1
,137.3647,,3.9385,-15.4486,-8.69284,22.3167,1
,137.3653,,7.00178,-16.9461,-55.3967,9.52371,1
,137.366,,-7.36646,-24.9069,-92.0193,7.03617,1
,137.3667,,-8.60636,-21.8329,-76.4446,16.4888,1
,137.3673,,37.7805,-11.5076,-46.2411,21.1085,1
,137.368,,94.2323,4.41388,-34.0268,5.82794,1
,137.3687,,93.6489,23.8822,-30.6664,-22.53,1
,137.3693,,14.2953,32.1582,-28.8353,-35.9627,1
,137.37,,-80.3017,25.4586,-27.9298,-18.9053,1
,137.3707,,-90.3668,13.8722,-22.7382,13.1484,1
,137.3713,,-32.9667,2.28576,-13.8844,47.6185,1
,137.372,,-16.1916,-5.99026,-7.4855,68.3717,1
